0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.8334277913966648,0.809578005338883,0.7910371768549032,0.791361115904716,0.8350004626051228,0.8589870336120262,0.8156299231616424,0.7184718579123288,0.6262189524794493,0.5280471441443069,0.43299742434194743,0.3380599240559792,0.23978955814803515,0.1477113243235595,0.05588337466027893,0.02959015395485154,0.09821269476010253,0.19121263824865187,0.2920062139065056,0.3930521933818616,0.4900357313799024,0.5832095656524179,0.6806927105493077,0.7702118596249259,0.839420006361155,0.8623429876182176,0.8557296924467834,0.8398306759484664,0.8122031106326386,0.8093441087736089,0.8104411922052497,0.7996954082513692,0.816442619201059,0.8215842722553897,0.8236876238995305,0.8244261560708372,0.8044446837344086,0.8054559546574722,0.7988736693254739,0.7947535149817526,0.8189816343347813,0.864976289652047,0.8778548918079936,0.806421258162332,0.7150558101293791,0.6242656777289248,0.5411392722142838,0.4499592643094279,0.35051291291044273,0.2579519861678068,0.16242974389090392,0.09955172687363678,0.14295157049373652,0.24002970554574898,0.3347955268955236,0.43001998765032523,0.5280672064423655,0.6203760893564756,0.7175509709152423,0.807106352661507,0.8746392157474798,0.8833639211564981,0.8635727688680344,0.8540839123802508,0.8439409502535729,0.8313024765887278,0.8148724537927416,0.8067153014951665,0.8086639808263423,0.8177927133843663,0.8188921687520001,0.8174260112292566,0.8032041373405538,0.7846598052872944,0.7735224504275873,0.8012889269713257,0.8401755543193754,0.845785402301207,0.7698498577726094,0.6745293913076866,0.5801121295308305,0.48013110519505786,0.3879425690310889,0.28981263310691263,0.19614411030316004,0.10384346605636385,0.06373819321978091,0.13411649762887645,0.22631423215480506,0.3219591648840563,0.4157643966304665,0.5138070055637862,0.6060336170629153,0.7032786436617022,0.7914218408264209,0.8543325563722333,0.8678005181713073,0.8592646677641251,0.851923558889603,0.8407905346464728,0.8263928677883301,0.8291470196132404,0.847467834897812,0.8361406199624482,0.7886873151757177,0.7755607061241057,0.7908689946291301,0.8033586543768771,0.7925417049845078,0.7739511585416061,0.7735677169047601,0.8024227194816673,0.8378113405098853,0.8099632997087747,0.7235577148212187,0.6313501107713608,0.5311006499900199,0.43443344673364037,0.34096573385036755,0.241223170714302,0.14914131893845006,0.05385636503052438,0.0,0.05521822790241804,0.15018035544124864,0.24391215429916913,0.34014178045558396,0.43735331220301954,0.5302215287905225,0.6254749648917293,0.7176274647964342,0.8013531044313151,0.8544206471244336,0.8770780359196231,0.8402498341435594,0.7632871674980033,0.673534774008782,0.5771619757440276,0.4850584960537563,0.403856507701434,0.3236525931200913,0.28307796755197545,0.36214463325959967,0.4617514244572567,0.5536448139431749,0.6527573486304266,0.7491737293035736,0.8397215707103698,0.8985861426571475,0.8854534726573309,0.8702261124709818,0.8267793669317445,0.813426860909858,0.8303948771525154,0.8356424680145473,0.8259928248626871,0.8154519592300231,0.8454847474605092,0.882422444174155,0.8798799372482249,0.8653682114202137,0.8670157111255314,0.8792786632442955,0.8874992472956771,0.8977704436699006,0.9036787578687624,0.8974296167019682,0.8531148595660196,0.7751717933458229,0.6825241204697532,0.5818808940645404,0.48881779689924354,0.40732570428684034,0.31792075480554427,0.29307974460380404,0.38210852832160414,0.4768498460097341,0.5720876100870207,0.672647523437399,0.7658763763118006,0.8613547489275193,0.9421795499538497,0.9451423683926949,0.8925982526621155,0.8596851544145563,0.8173551058017747,0.8186525038124264,0.8325397494951978,0.849415463549964,0.8522202462467312,0.8517934108113361,0.8523622611857185,0.852094621713005,0.8455453581774324,0.8461916411883188,0.8558238807757343,0.872167227059325,0.878161024763058,0.8930949470736038,0.9066863362382722,0.9237825910907922,0.9204482749087053,0.871068595687466,0.7854469255268788,0.6856724193948689,0.5934701032144787,0.49514178606917514,0.4045697411133864,0.4191661599896157,0.514523640214894,0.6063903918258451,0.7057559754959923,0.8050974952942018,0.896734291701905,0.9839447057393664,1.0000000000000002,0.9366748867141401,0.9034525658201835,0.857075981320768,0.835720896091732,0.8449506827246249,0.8533590933343824,0.8432754275202397,0.8586306324724637,0.861173999768672,0.8590830240442491,0.8530197694499566,0.8442487297367516,0.8558873932643916,0.8551689136880414,0.8536387446318756,0.8710626785565865,0.8901645744062423,0.8919885327928456,0.8960656021701514,0.8649035305109118,0.7919976713366979,0.7011459300503116,0.6049756916782643,0.5118382917986908,0.41200017458901517,0.3542686004636424,0.4236541109318517,0.5157056106694669,0.6138154438295504,0.712605294704334,0.8045930122069287,0.9001400917898283,0.9560243781397457,0.9187569631896795,0.8911272163573332,0.8500992636606803,0.827285671336006,0.8470931628050626,0.8692671732385893
